1607476871	211	1831	959
1607476880	1038	4902	3102
1607476890	2166	8259	5463
1607476900	2946	11224	8203
1607476910	4062	14441	10647
1607476920	5090	17232	13210
1607476930	6239	21016	15418
1607476940	6893	24745	17795
1607476950	7950	28056	20466
1607476960	9116	31406	22781
1607476970	10302	34785	25331
1607476980	11626	38365	27548
1607476990	12910	41217	30023
1607477000	13865	44454	32415
1607477010	15104	48269	35091
1607477020	16176	51281	37658
1607477030	16930	54829	40406
1607477040	18352	58160	43051
1607477050	19107	60810	45413
1607477060	20109	64332	47914
1607477070	21241	67163	50380
1607477080	22021	70283	53116
1607477090	23264	74357	55600
1607477100	24191	77600	57620
1607477110	24998	80977	60242
1607477120	26010	84028	62404
1607477130	27044	87487	64578
1607477140	28012	90973	67418
1607477150	29160	94128	70269
1607477160	30117	97461	72383
1607477170	31168	100193	74990
1607477180	32096	103552	77739
1607477190	33108	106784	80057
1607477200	34285	110687	82062
1607477210	35366	114010	84829
1607477220	36172	117565	87492
1607477230	37272	120910	89867
1607477240	38394	124159	92436
1607477250	39328	127391	94696
1607477260	40264	130761	96987
1607477270	41091	134108	99370
1607477280	42222	137182	101589
1607477290	43176	140381	103844
1607477300	44332	143832	106364
1607477310	45479	146775	108679
1607477320	46721	150076	110907
1607477330	47502	153341	113496
1607477340	48632	156547	116194
1607477350	49386	159878	118702
1607477360	50607	163219	121285
1607477370	51479	166153	123722
1607477380	52645	170186	125874
1607477390	53393	173888	128567
1607477400	54339	177068	130963
1607477410	55659	180418	133791
1607477420	56608	183398	135887
1607477430	57493	187184	138340
1607477440	58159	190693	140792
1607477450	59219	193968	143135
1607477460	59942	197047	145755
1607477470	61055	200264	147857
1607477480	62024	203827	150247
1607477490	63074	206660	152871
1607477500	63963	210004	155108
1607477510	64944	213697	157834
1607477520	66033	216687	160303
1607477530	67216	220011	162637
1607477540	67928	223401	164978
1607477550	68983	227218	167340
1607477560	70121	230600	169812
1607477570	71332	233734	171817
1607477580	72607	237321	174350
1607477590	73461	240138	176923
1607477600	74585	242850	179215
1607477610	75450	245668	181607
1607477620	76461	248988	184276
1607477630	77410	251952	186365
1607477640	78474	255560	188920
1607477650	79287	258575	191523
1607477660	80283	262115	194056
1607477670	81371	265326	196548
1607477680	82484	268445	199280
1607477690	83782	271844	202061
1607477700	84837	275059	204612
1607477710	85829	277794	206938
1607477720	87226	280471	209649
1607477730	88059	282812	212023
1607477740	88852	285121	214749
1607477750	89897	288240	216933
1607477760	90710	290663	219271
1607477770	91999	293235	221312
1607477780	93210	295485	223824
1607477790	94365	298275	226322
1607477800	95499	300707	229067
1607477810	96426	303955	231463
1607477820	97454	307010	233650
1607477830	98428	310082	236331
1607477840	99538	313058	238519
1607477850	100096	316522	240903
1607477860	101210	319306	243410
1607477870	102362	323031	245733
1607477880	103550	326064	248385
1607477890	104615	329042	250787
1607477900	105563	332468	253174
1607477910	106795	335535	255683
1607477920	107697	338531	258456
1607477930	108441	340452	260040
1607477940	109134	341516	261123
1607477950	109936	342788	262133
1607477960	110663	343913	263240
1607477970	111600	345157	264239
1607477980	112387	346282	265219
1607477990	113130	347414	266264
1607478000	113794	348623	267251
1607478010	114479	349902	268086
1607478020	115247	351158	269241
1607478030	115979	352293	270506
1607478040	116847	353372	271624
1607478050	117428	354447	272541
1607478060	118087	355553	273480
1607478070	118876	356805	274434
1607478080	119567	357974	275391
1607478090	120205	359210	276334
1607478100	121145	361025	277516
1607478110	121966	362028	278551
1607478120	122804	363404	279550
1607478130	123612	364560	280561
1607478140	124346	365703	281454
1607478150	125107	366950	282439
1607478160	126003	368615	283661
1607478170	126853	370199	284885
1607478180	127837	372419	286650
1607478190	128893	375185	289116
1607478200	130106	378033	291416
1607478210	131146	380950	293847
1607478220	132096	383887	296213
1607478230	133032	386680	298703
1607478240	134173	389945	300953
1607478250	135037	392784	303673
1607478260	136118	396113	305954
1607478270	136997	399652	308716
1607478280	137901	402575	311299
1607478290	139014	405472	314015
1607478300	139956	408570	316006
1607478310	141141	411427	318195
1607478320	141936	414073	320050
1607478330	142941	417009	322246
1607478340	144019	420106	324087
1607478350	145234	422984	326250
1607478360	146209	425976	328397
1607478370	147289	429198	331113
1607478380	148183	432864	333471
1607478390	149325	435694	335786
1607478400	150246	438831	338160
1607478410	151198	441884	340824
1607478420	152133	444655	343462
1607478430	153030	448048	346049
1607478440	154055	450610	348109
1607478450	155100	453055	350731
1607478460	156085	456233	353085
1607478470	157128	459266	355949
1607478480	158097	462426	358144
1607478490	159207	465651	360502
1607478500	160108	468249	363164
1607478510	161370	471475	365569
1607478520	162215	474400	367952
1607478530	163010	477003	370805
1607478540	164029	480531	373147
1607478550	164986	483728	375567
1607478560	165952	486387	377753
1607478570	167097	489079	380090
1607478580	168098	492154	382449
1607478590	169310	494891	384763
1607478600	170261	497834	387345
1607478610	171334	500945	390091
1607478620	172225	504148	392524
1607478630	173366	507212	394904
1607478640	174084	510582	397701
1607478650	175062	513534	400021
1607478660	175951	516381	402183
1607478670	176838	518606	404405
1607478680	177604	521485	406703
1607478690	178706	524067	408997
1607478700	179738	527095	411823
1607478710	180924	530732	414016
1607478720	181851	533929	416585
1607478730	182908	537577	418764
1607478740	183766	541245	421651
1607478750	184641	544173	423786
1607478760	185515	547308	426485
1607478770	186307	549915	428731
1607478780	187346	552878	431189
1607478790	188316	555678	433743
1607478800	189298	558675	436304
1607478810	190433	561465	438316
1607478820	191475	564380	440922
1607478830	192437	567355	443447
1607478840	193554	570083	445753
1607478850	194352	573048	448156
1607478860	195664	576188	450290
1607478870	196717	579111	452889
1607478880	197506	582025	455410
1607478890	198477	584439	457792
1607478900	199493	587729	459790
1607478910	200390	590494	461988
1607478920	201603	593557	464915
1607478930	202557	596544	467521
1607478940	203695	599934	469624
1607478950	204751	603423	472040
1607478960	205803	606249	474670
1607478970	206756	609437	477432
1607478980	207844	612666	479808
1607478990	208696	615861	482274
1607479000	209725	618546	484437
1607479010	210778	620937	486477
1607479020	211968	623419	488967
1607479030	213046	626848	491882
1607479040	214007	630031	494653
1607479050	214992	633143	496976
1607479060	216051	636415	499457
1607479070	216990	639828	501996
1607479080	218242	643040	504900
1607479090	219296	645776	507064
1607479100	220305	648764	509679
1607479110	221263	652023	512238
1607479120	222325	654999	514613
1607479130	223134	657970	517389
1607479140	224025	660745	520073
1607479150	224912	663876	522624
1607479160	225705	666904	525275
1607479170	226563	669871	527985
1607479180	227490	673108	530440
1607479190	228606	676466	532993
1607479200	229524	679850	535809
1607479210	230421	682618	537768
1607479220	231257	685504	540111
1607479230	232107	688628	542752
1607479240	233216	691505	545269
1607479250	234302	694691	547877
1607479260	235187	697782	550894
1607479270	236022	700822	553363
1607479280	237128	703685	555570
1607479290	238054	706837	557820
1607479300	239133	709695	560384
1607479310	240012	712730	562744
1607479320	240924	715598	565737
1607479330	241923	718641	568340
1607479340	243111	721716	570661
1607479350	243993	724772	573059
1607479360	244895	727554	575506
1607479370	245652	730507	578015
1607479380	246658	733084	580043
1607479390	247725	735672	582676
1607479400	248802	738829	585250
1607479410	250096	741532	587530
1607479420	251291	744243	590419
1607479430	252457	747141	593002
1607479440	253301	749951	595400
1607479450	254287	753334	597944
1607479460	255354	756500	600669
1607479470	256496	759321	603556
1607479480	257597	762411	606343
1607479490	258785	765098	609013
1607479500	259673	768444	611743
1607479510	260560	771719	614228
1607479520	261707	774284	616680
1607479530	262614	777673	618615
1607479540	263660	780923	620907
1607479550	264624	783740	623256
1607479560	265820	786761	625748
1607479570	266895	789892	627860
1607479580	267665	792935	630430
1607479590	268537	795768	633179
1607479600	269496	799201	635539
1607479610	270603	802434	637911
1607479620	271311	805792	640377
1607479630	272345	808420	643365
1607479640	273521	812001	645630
1607479650	274409	815687	648046
1607479660	275234	818918	650656
1607479670	276521	822071	653270
1607479680	277396	825111	655829
1607479690	278512	828187	658277
1607479700	279724	831125	660727
1607479710	280868	834051	663056
1607479720	281844	837172	665932
1607479730	282936	840539	668067
1607479740	284125	843253	670585
1607479750	285309	846168	672981
1607479760	286078	848860	675332
1607479770	287203	851676	677623
1607479780	288385	855058	679624
1607479790	289091	857464	681970
1607479800	289815	860438	684167
1607479810	291187	864149	686409
1607479820	291937	866616	689336
1607479830	293214	869668	691821
1607479840	294364	872965	694301
1607479850	295571	875873	696723
1607479860	296552	878845	699017
1607479870	297597	882001	701422
1607479880	298525	884292	703826
1607479890	299622	887599	705586
1607479900	300622	890567	708175
1607479910	301413	893733	710721
1607479920	302531	897051	713290
1607479930	303537	900609	715687
1607479940	304580	903838	718269
1607479950	305898	907467	720624
1607479960	307108	910781	723428
1607479970	308035	913866	726185
1607479980	308841	916921	728609
1607479990	309961	920016	731137
1607480000	310985	922972	733550
1607480010	312251	925700	735694
1607480020	313436	928721	738073
1607480030	314223	931319	740634
1607480040	315178	934390	743562
1607480050	316502	937977	745825
1607480060	317428	940941	748197
1607480070	318570	943876	750810
1607480080	319658	946561	753181
1607480090	320465	950370	755384
1607480100	321403	953444	757575
1607480110	322212	956913	759833
1607480120	323187	959773	762461
1607480130	324233	963003	764731
1607480140	325403	966320	767705
1607480150	326379	969350	770338
1607480160	327291	972375	772987
1607480170	328400	975223	775386
1607480180	329534	978045	777833
1607480190	330823	980991	780079
1607480200	331886	984145	782209
1607480210	332991	987560	784539
1607480220	334112	990635	786824
1607480230	334806	993901	789342
1607480240	335796	997295	791470
1607480250	337158	1000289	793315
1607480260	338019	1003229	795810
1607480270	338703	1006780	798507
1607480280	339387	1009895	801108
1607480290	340418	1012929	803430
1607480300	341400	1016075	806105
1607480310	342581	1018943	808338
1607480320	343607	1021788	810702
1607480330	344687	1025151	813384
1607480340	345475	1028587	815410
1607480350	346659	1031306	817774
1607480360	347747	1034722	819962
1607480370	348655	1038092	822807
1607480380	349830	1041382	825502
1607480390	350818	1044421	828143
1607480400	351809	1047215	830787
1607480410	352815	1050445	833229
1607480420	353729	1053445	836280
1607480430	354600	1056477	838953
1607480440	355582	1059387	841387
1607480450	356361	1062173	843435
1607480460	357379	1065092	845771
1607480470	358329	1068320	848013
1607480480	359190	1071441	850341
